DATE_TIME,N_MOD,CTS_MOD,T_DELTA_MOD,TEMP_MOD,RH_MOD
"2021-01-28 14:30:00",2356,783,1799,25.8,44.9
"2021-01-28 15:00:00",2357,857,1800,25.9,44.9
"2021-01-28 15:30:00",2358,879,1800,25.9,44.9
"2021-01-28 16:00:00",2359,857,1799,26,44.9
"2021-01-28 16:30:00",2360,839,1799,26,44.9
"2021-01-28 17:00:00",2361,807,1799,26,44.9
"2021-01-28 17:30:00",2362,885,1799,26.1,44.9
"2021-01-28 18:00:00",2363,836,1799,26.1,45
"2021-01-28 18:30:00",2364,868,1800,26.2,45
"2021-01-28 19:00:00",2365,853,1800,26.2,45
"2021-01-28 19:30:00",2366,934,1799,26.2,45
"2021-01-28 20:00:00",2367,831,1799,26.1,45
"2021-01-28 20:30:00",2368,844,1799,26,45
"2021-01-28 21:00:00",2369,791,1799,25.9,45
"2021-01-28 21:30:00",2370,866,1799,25.8,44.9
"2021-01-28 22:00:00",2371,910,1800,25.7,44.9
"2021-01-28 22:30:00",2372,884,1800,25.6,44.9
"2021-01-28 23:00:00",2373,870,1799,25.5,44.9
"2021-01-28 23:30:00",2374,877,1799,25.4,44.9
"2021-01-29 00:00:00",2375,854,1799,25.4,44.9
"2021-01-29 00:30:00",2376,886,1799,25.3,44.8
"2021-01-29 01:00:00",2377,851,1799,25.2,44.8
"2021-01-29 01:30:00",2378,840,1800,25.1,44.8
"2021-01-29 02:00:00",2379,861,1800,25.1,44.8
"2021-01-29 02:30:00",2380,882,1799,25,44.8
"2021-01-29 03:00:00",2381,838,1799,24.9,44.7
"2021-01-29 03:30:00",2382,886,1799,24.8,44.7
"2021-01-29 04:00:00",2383,862,1799,24.8,44.7
"2021-01-29 04:30:00",2384,849,1799,24.7,44.7
"2021-01-29 05:00:00",2385,855,1800,24.7,44.6
"2021-01-29 05:30:00",2386,906,1800,24.6,44.7
"2021-01-29 06:00:00",2387,863,1799,24.5,44.6
"2021-01-29 06:30:00",2388,927,1799,24.5,44.6
"2021-01-29 07:00:00",2389,885,1799,24.4,44.6
"2021-01-29 07:30:00",2390,879,1799,24.3,44.6
"2021-01-29 08:00:00",2391,939,1799,24.4,44.5
"2021-01-29 08:30:00",2392,903,1800,24.5,44.5
"2021-01-29 09:00:00",2393,922,1800,24.7,44.5
"2021-01-29 09:30:00",2394,880,1799,24.8,44.6
"2021-01-29 10:00:00",2395,897,1799,25,44.6
"2021-01-29 10:30:00",2396,878,1799,25.2,44.6
"2021-01-29 11:00:00",2397,872,1799,25.3,44.6
"2021-01-29 11:30:00",2398,911,1799,25.5,44.7
"2021-01-29 12:00:00",2399,842,1800,25.7,44.7
"2021-01-29 12:30:00",2400,912,1800,25.8,44.8
"2021-01-29 13:00:00",2401,876,1799,25.9,44.8
"2021-01-29 13:30:00",2402,862,1799,26,44.8
"2021-01-29 14:00:00",2403,890,1799,26.1,44.9
"2021-01-29 14:30:00",2404,835,1799,26.2,44.9
"2021-01-29 15:00:00",2405,857,1799,26.3,44.9
"2021-01-29 15:30:00",2406,857,1800,26.4,44.9
"2021-01-29 16:00:00",2407,903,1800,26.4,45
"2021-01-29 16:30:00",2408,829,1799,26.5,45
"2021-01-29 17:00:00",2409,869,1799,26.6,45
"2021-01-29 17:30:00",2410,889,1799,26.7,45
"2021-01-29 18:00:00",2411,833,1799,26.7,45.1
"2021-01-29 18:30:00",2412,887,1799,26.8,45.1
"2021-01-29 19:00:00",2413,897,1800,26.8,45.1
"2021-01-29 19:30:00",2414,845,1800,26.8,45.1
"2021-01-29 20:00:00",2415,821,1799,26.7,45.1
"2021-01-29 20:30:00",2416,887,1799,26.6,45.1
"2021-01-29 21:00:00",2417,831,1799,26.4,45.1
"2021-01-29 21:30:00",2418,876,1799,26.3,45.1
"2021-01-29 22:00:00",2419,892,1799,26.2,45
"2021-01-29 22:30:00",2420,869,1800,26,45
"2021-01-29 23:00:00",2421,902,1800,25.9,45
"2021-01-29 23:30:00",2422,889,1799,25.7,44.9
"2021-01-30 00:00:00",2423,876,1799,25.6,44.9
"2021-01-30 00:30:00",2424,866,1799,25.5,44.9
"2021-01-30 01:00:00",2425,866,1799,25.4,44.8
"2021-01-30 01:30:00",2426,894,1799,25.3,44.8
"2021-01-30 02:00:00",2427,869,1800,25.2,44.8
"2021-01-30 02:30:00",2428,880,1800,25.1,44.8
"2021-01-30 03:00:00",2429,830,1799,25,44.7
"2021-01-30 03:30:00",2430,892,1799,24.9,44.7
"2021-01-30 04:00:00",2431,870,1799,24.8,44.7
"2021-01-30 04:30:00",2432,941,1799,24.7,44.7
"2021-01-30 05:00:00",2433,883,1799,24.7,44.6
"2021-01-30 05:30:00",2434,868,1800,24.6,44.6
"2021-01-30 06:00:00",2435,859,1800,24.5,44.6
"2021-01-30 06:30:00",2436,925,1799,24.4,44.5
"2021-01-30 07:00:00",2437,862,1799,24.3,44.5
"2021-01-30 07:30:00",2438,932,1799,24.2,44.5
"2021-01-30 08:00:00",2439,916,1799,24.1,44.5
"2021-01-30 08:30:00",2440,877,1799,24.1,44.4
"2021-01-30 09:00:00",2441,956,1800,24,44.4
"2021-01-30 09:30:00",2442,921,1800,23.9,44.4
"2021-01-30 10:00:00",2443,894,1799,23.8,44.4
"2021-01-30 10:30:00",2444,967,1799,23.8,44.4
"2021-01-30 11:00:00",2445,891,1799,23.7,44.3
"2021-01-30 11:30:00",2446,935,1799,23.6,44.3
"2021-01-30 12:00:00",2447,910,1799,23.6,44.3
"2021-01-30 12:30:00",2448,902,1800,23.5,44.3
"2021-01-30 13:00:00",2449,887,1800,23.5,44.3
"2021-01-30 13:30:00",2450,953,1799,23.4,44.3
"2021-01-30 14:00:00",2451,900,1799,23.4,44.3
"2021-01-30 14:30:00",2452,919,1799,23.3,44.2
"2021-01-30 15:00:00",2453,893,1799,23.3,44.2
"2021-01-30 15:30:00",2454,918,1799,23.2,44.2
"2021-01-30 16:00:00",2455,914,1800,23.1,44.2
"2021-01-30 16:30:00",2456,904,1800,23.1,44.2
"2021-01-30 17:00:00",2457,904,1799,23,44.2
"2021-01-30 17:30:00",2458,849,1799,23,44.1
"2021-01-30 18:00:00",2459,904,1799,22.9,44.1
"2021-01-30 18:30:00",2460,922,1799,22.8,44.1
"2021-01-30 19:00:00",2461,894,1799,22.7,44.1
"2021-01-30 19:30:00",2462,908,1800,22.7,44.1
"2021-01-30 20:00:00",2463,883,1800,22.6,44.1
"2021-01-30 20:30:00",2464,893,1799,22.5,44
"2021-01-30 21:00:00",2465,877,1799,22.5,44
"2021-01-30 21:30:00",2466,847,1799,22.4,44
"2021-01-30 22:00:00",2467,910,1799,22.4,44
"2021-01-30 22:30:00",2468,868,1799,22.3,43.9
"2021-01-30 23:00:00",2469,830,1800,22.2,43.9
"2021-01-30 23:30:00",2470,850,1800,22.2,43.9
"2021-01-31 00:00:00",2471,855,1799,22.1,43.9
"2021-01-31 00:30:00",2472,854,1799,22,43.9
"2021-01-31 01:00:00",2473,836,1799,22,43.8
"2021-01-31 01:30:00",2474,893,1799,21.9,43.8
"2021-01-31 02:00:00",2475,879,1799,21.9,43.8
"2021-01-31 02:30:00",2476,857,1800,21.8,43.8
"2021-01-31 03:00:00",2477,854,1800,21.7,43.8
"2021-01-31 03:30:00",2478,847,1799,21.7,43.7
"2021-01-31 04:00:00",2479,868,1799,21.6,43.7
"2021-01-31 04:30:00",2480,869,1799,21.6,43.7
"2021-01-31 05:00:00",2481,852,1799,21.8,43.7
"2021-01-31 05:30:00",2482,887,1799,22,43.7
"2021-01-31 06:00:00",2483,840,1800,22.3,43.7
"2021-01-31 06:30:00",2484,876,1800,22.6,43.7
"2021-01-31 07:00:00",2485,882,1799,22.9,43.8
"2021-01-31 07:30:00",2486,910,1799,23.2,43.9
"2021-01-31 08:00:00",2487,903,1799,23.5,43.9
"2021-01-31 08:30:00",2488,871,1799,23.7,44
"2021-01-31 09:00:00",2489,875,1799,24,44
"2021-01-31 09:30:00",2490,857,1800,24.2,44.1
"2021-01-31 10:00:00",2491,890,1800,24.5,44.2
"2021-01-31 10:30:00",2492,905,1799,24.7,44.2
"2021-01-31 11:00:00",2493,813,1799,24.9,44.3
"2021-01-31 11:30:00",2494,878,1799,25,44.4
"2021-01-31 12:00:00",2495,860,1799,25,44.4
"2021-01-31 12:30:00",2496,929,1799,24.9,44.4
"2021-01-31 13:00:00",2497,912,1800,24.7,44.5
"2021-01-31 13:30:00",2498,925,1800,24.5,44.4
"2021-01-31 14:00:00",2499,945,1799,24.3,44.4
"2021-01-31 14:30:00",2500,907,1799,24.1,44.4
"2021-01-31 15:00:00",2501,949,1799,23.9,44.4
"2021-01-31 15:30:00",2502,993,1799,23.7,44.3
"2021-01-31 16:00:00",2503,964,1799,23.5,44.3
"2021-01-31 16:30:00",2504,921,1800,23.4,44.2
"2021-01-31 17:00:00",2505,945,1800,23.2,44.2
"2021-01-31 17:30:00",2506,942,1799,23,44.1
"2021-01-31 18:00:00",2507,970,1799,22.9,44.1
"2021-01-31 18:30:00",2508,896,1799,22.8,44.1
"2021-01-31 19:00:00",2509,910,1799,22.6,44.1
"2021-01-31 19:30:00",2510,984,1799,22.5,44
"2021-01-31 20:00:00",2511,911,1800,22.4,44
"2021-01-31 20:30:00",2512,915,1800,22.3,43.9
"2021-01-31 21:00:00",2513,907,1799,22.2,43.9
"2021-01-31 21:30:00",2514,975,1799,22.1,43.9
"2021-01-31 22:00:00",2515,906,1799,22,43.9
"2021-01-31 22:30:00",2516,959,1799,21.9,43.8
"2021-01-31 23:00:00",2517,973,1799,21.8,43.8
"2021-01-31 23:30:00",2518,894,1800,21.7,43.8
"2021-02-01 00:00:00",2519,903,1800,21.7,43.7
"2021-02-01 00:30:00",2520,958,1799,21.6,43.7
"2021-02-01 01:00:00",2521,967,1799,21.5,43.7
"2021-02-01 01:30:00",2522,877,1799,21.5,43.7
"2021-02-01 02:00:00",2523,944,1799,21.4,43.6
"2021-02-01 02:30:00",2524,955,1799,21.3,43.6
"2021-02-01 03:00:00",2525,937,1800,21.3,43.6
"2021-02-01 03:30:00",2526,972,1800,21.2,43.6
"2021-02-01 04:00:00",2527,935,1799,21.1,43.6
"2021-02-01 04:30:00",2528,956,1799,21.1,43.6
"2021-02-01 05:00:00",2529,927,1799,21,43.5
"2021-02-01 05:30:00",2530,944,1799,21,43.5
"2021-02-01 06:00:00",2531,929,1799,21,43.5
"2021-02-01 06:30:00",2532,910,1800,20.9,43.5
"2021-02-01 07:00:00",2533,948,1799,21,43.5
"2021-02-01 07:30:00",2534,928,1799,21.1,43.4
"2021-02-01 08:00:00",2535,872,1799,21.3,43.4
"2021-02-01 08:30:00",2536,856,1799,21.6,43.4
"2021-02-01 09:00:00",2537,911,1799,21.9,43.5
"2021-02-01 09:30:00",2538,938,1799,22.2,43.5
"2021-02-01 10:00:00",2539,896,1800,22.5,43.6
"2021-02-01 10:30:00",2540,915,1799,22.7,43.7
"2021-02-01 11:00:00",2541,892,1799,23,43.7
"2021-02-01 11:30:00",2542,936,1799,23.3,43.8
"2021-02-01 12:00:00",2543,819,1799,23.5,43.9
"2021-02-01 12:30:00",2544,847,1799,23.8,43.9
"2021-02-01 13:00:00",2545,924,1799,24,44
"2021-02-01 13:30:00",2546,904,1800,24.2,44
"2021-02-01 14:00:00",2547,917,1799,24.4,44.1
"2021-02-01 14:30:00",2548,935,1799,24.6,44.2
"2021-02-01 15:00:00",2549,915,1799,24.8,44.2
"2021-02-01 15:30:00",2550,822,1799,24.9,44.3
"2021-02-01 16:00:00",2551,889,1799,25.1,44.3
"2021-02-01 16:30:00",2552,863,1799,25.2,44.4
"2021-02-01 17:00:00",2553,890,1800,25.3,44.4
"2021-02-01 17:30:00",2554,853,1799,25.4,44.4
"2021-02-01 18:00:00",2555,880,1799,25.3,44.5
"2021-02-01 18:30:00",2556,875,1799,25.3,44.5
"2021-02-01 19:00:00",2557,838,1799,25.2,44.5
"2021-02-01 19:30:00",2558,844,1799,25.1,44.5
"2021-02-01 20:00:00",2559,845,1799,24.9,44.5
"2021-02-01 20:30:00",2560,823,1800,24.7,44.5
"2021-02-01 21:00:00",2561,892,1799,24.5,44.4
"2021-02-01 21:30:00",2562,857,1799,24.3,44.4
"2021-02-01 22:00:00",2563,875,1799,24.1,44.4
"2021-02-01 22:30:00",2564,885,1799,23.9,44.3
"2021-02-01 23:00:00",2565,851,1799,23.7,44.3
"2021-02-01 23:30:00",2566,827,1799,23.5,44.2
"2021-02-02 00:00:00",2567,884,1800,23.4,44.2
"2021-02-02 00:30:00",2568,851,1799,23.2,44.1
"2021-02-02 01:00:00",2569,922,1799,23.1,44.1
"2021-02-02 01:30:00",2570,910,1799,23,44.1
"2021-02-02 02:00:00",2571,915,1799,22.8,44
"2021-02-02 02:30:00",2572,874,1799,22.7,44
"2021-02-02 03:00:00",2573,881,1799,22.6,43.9
"2021-02-02 03:30:00",2574,902,1800,22.5,43.9
"2021-02-02 04:00:00",2575,957,1799,22.4,43.9
"2021-02-02 04:30:00",2576,892,1799,22.3,43.9
"2021-02-02 05:00:00",2577,886,1799,22.3,43.8
"2021-02-02 05:30:00",2578,942,1799,22.2,43.8
"2021-02-02 06:00:00",2579,943,1799,22.1,43.8
"2021-02-02 06:30:00",2580,881,1799,22.1,43.8
"2021-02-02 07:00:00",2581,824,1800,22,43.7
"2021-02-02 07:30:00",2582,890,1799,22,43.7
"2021-02-02 08:00:00",2583,877,1799,22,43.7
"2021-02-02 08:30:00",2584,906,1799,22.2,43.7
"2021-02-02 09:00:00",2585,881,1799,22.4,43.7
"2021-02-02 09:30:00",2586,945,1799,22.6,43.7
"2021-02-02 10:00:00",2587,929,1800,22.8,43.7
"2021-02-02 10:30:00",2588,940,1800,23,43.8
"2021-02-02 11:00:00",2589,954,1799,23.2,43.8
"2021-02-02 11:30:00",2590,959,1799,23.4,43.9
"2021-02-02 12:00:00",2591,933,1799,23.5,43.9
"2021-02-02 12:30:00",2592,863,1799,23.7,44
"2021-02-02 13:00:00",2593,899,1799,23.8,44
"2021-02-02 13:30:00",2594,890,1800,23.9,44
"2021-02-02 14:00:00",2595,860,1800,24,44.1
"2021-02-02 14:30:00",2596,938,1799,24.2,44.1
"2021-02-02 15:00:00",2597,890,1799,24.3,44.1
"2021-02-02 15:30:00",2598,894,1799,24.4,44.2
"2021-02-02 16:00:00",2599,881,1799,24.6,44.2
"2021-02-02 16:30:00",2600,866,1799,24.8,44.2
"2021-02-02 17:00:00",2601,913,1800,24.9,44.3
"2021-02-02 17:30:00",2602,887,1800,25,44.3
"2021-02-02 18:00:00",2603,931,1799,25.1,44.3
"2021-02-02 18:30:00",2604,922,1799,25.1,44.3
"2021-02-02 19:00:00",2605,891,1799,25.1,44.4
"2021-02-02 19:30:00",2606,851,1799,25.1,44.4
"2021-02-02 20:00:00",2607,921,1799,25,44.4
"2021-02-02 20:30:00",2608,907,1800,24.9,44.4
"2021-02-02 21:00:00",2609,896,1800,24.8,44.4
"2021-02-02 21:30:00",2610,892,1799,24.7,44.4
"2021-02-02 22:00:00",2611,871,1799,24.5,44.3
"2021-02-02 22:30:00",2612,875,1799,24.4,44.3
"2021-02-02 23:00:00",2613,942,1799,24.3,44.3
"2021-02-02 23:30:00",2614,887,1799,24.2,44.3
"2021-02-03 00:00:00",2615,889,1800,24.1,44.3
"2021-02-03 00:30:00",2616,930,1800,23.9,44.2
"2021-02-03 01:00:00",2617,929,1799,23.8,44.2
"2021-02-03 01:30:00",2618,922,1799,23.8,44.2
"2021-02-03 02:00:00",2619,895,1799,23.7,44.2
"2021-02-03 02:30:00",2620,922,1799,23.6,44.1
"2021-02-03 03:00:00",2621,961,1799,23.5,44.1
"2021-02-03 03:30:00",2622,912,1800,23.4,44.1
"2021-02-03 04:00:00",2623,921,1800,23.4,44.1
"2021-02-03 04:30:00",2624,947,1799,23.3,44
"2021-02-03 05:00:00",2625,894,1799,23.2,44
"2021-02-03 05:30:00",2626,900,1799,23.1,44
"2021-02-03 06:00:00",2627,887,1799,23.1,44
"2021-02-03 06:30:00",2628,958,1799,23,44
"2021-02-03 07:00:00",2629,904,1800,23,43.9
"2021-02-03 07:30:00",2630,922,1800,22.9,43.9
"2021-02-03 08:00:00",2631,904,1799,23,43.9
"2021-02-03 08:30:00",2632,920,1799,23.1,43.9
"2021-02-03 09:00:00",2633,900,1799,23.3,43.9
"2021-02-03 09:30:00",2634,918,1799,23.5,43.9
"2021-02-03 10:00:00",2635,932,1799,23.7,43.9
"2021-02-03 10:30:00",2636,908,1800,23.9,44
"2021-02-03 11:00:00",2637,869,1800,24.1,44
"2021-02-03 11:30:00",2638,927,1799,24.2,44
"2021-02-03 12:00:00",2639,939,1799,24.4,44.1
"2021-02-03 12:30:00",2640,889,1799,24.6,44.2
"2021-02-03 13:00:00",2641,918,1799,24.8,44.2
"2021-02-03 13:30:00",2642,874,1799,24.9,44.3
"2021-02-03 14:00:00",2643,906,1800,25,44.3
"2021-02-03 14:30:00",2644,900,1800,25.2,44.3
"2021-02-03 15:00:00",2645,944,1799,25.3,44.3
"2021-02-03 15:30:00",2646,893,1799,25.3,44.4
"2021-02-03 16:00:00",2647,894,1799,25.4,44.4
"2021-02-03 16:30:00",2648,843,1799,25.5,44.4
"2021-02-03 17:00:00",2649,890,1799,25.6,44.5
"2021-02-03 17:30:00",2650,908,1800,25.7,44.5
"2021-02-03 18:00:00",2651,893,1800,25.8,44.5
"2021-02-03 18:30:00",2652,886,1799,25.8,44.5
"2021-02-03 19:00:00",2653,887,1799,25.9,44.6
"2021-02-03 19:30:00",2654,856,1799,25.9,44.6
"2021-02-03 20:00:00",2655,797,1799,25.8,44.6
"2021-02-03 20:30:00",2656,860,1799,25.6,44.6
"2021-02-03 21:00:00",2657,802,1800,25.5,44.6
"2021-02-03 21:30:00",2658,857,1800,25.3,44.6
"2021-02-03 22:00:00",2659,902,1799,25.1,44.5
"2021-02-03 22:30:00",2660,850,1799,25,44.5
"2021-02-03 23:00:00",2661,809,1799,24.8,44.4
"2021-02-03 23:30:00",2662,842,1799,24.6,44.4
"2021-02-04 00:00:00",2663,814,1799,24.5,44.4
"2021-02-04 00:30:00",2664,795,1800,24.3,44.3
"2021-02-04 01:00:00",2665,775,1800,24.2,44.3
"2021-02-04 01:30:00",2666,829,1799,24.1,44.3
"2021-02-04 02:00:00",2667,837,1799,24,44.2
"2021-02-04 02:30:00",2668,815,1799,23.8,44.2
"2021-02-04 03:00:00",2669,797,1799,23.7,44.2
"2021-02-04 03:30:00",2670,831,1799,23.6,44.1
"2021-02-04 04:00:00",2671,772,1800,23.5,44.1
"2021-02-04 04:30:00",2672,778,1800,23.4,44.1
"2021-02-04 05:00:00",2673,822,1799,23.3,44
"2021-02-04 05:30:00",2674,818,1799,23.2,44
"2021-02-04 06:00:00",2675,771,1799,23.1,44
"2021-02-04 06:30:00",2676,833,1799,23,44
"2021-02-04 07:00:00",2677,816,1799,22.9,43.9
"2021-02-04 07:30:00",2678,765,1800,22.8,43.9
"2021-02-04 08:00:00",2679,846,1800,22.9,43.9
"2021-02-04 08:30:00",2680,834,1799,23,43.8
"2021-02-04 09:00:00",2681,811,1799,23.2,43.9
"2021-02-04 09:30:00",2682,822,1799,23.4,43.8
"2021-02-04 10:00:00",2683,820,1799,23.7,43.9
"2021-02-04 10:30:00",2684,768,1799,23.9,43.9
"2021-02-04 11:00:00",2685,834,1800,24.2,44
"2021-02-04 11:30:00",2686,827,1800,24.4,44.1
"2021-02-04 12:00:00",2687,782,1799,24.5,44.1
